Student ID,Student Name,Gender,Event Date,Age,City,Department,Event Type,Registration Date,Registration Channel,Payment Status,Attendance Status,Meal Preference,Registration Fee,Event Duration Hours,Feedback Rating
S10786,Ravi Patel,Female,1/8/2026,27,Pune,Mechanical,Career Fair,29/12/2025,Email,paid,Registered,Non-Vegetarian,0,6,2.0 / 5
S12957,Arun Kumar,Other,16-Apr-26,22,Trichy,Electronics,Career Fair,6/4/2026,Campus Desk,paid,cancelled,Non-Vegetarian,₹750,2.5 hr,2
S10236,Divya Iyer,Other,8/4/2026,20,Hyderabad,Mechanical,Sports Meet,14/06/2026,Website,Refunded,Registered,No-meal,300,1,4
S12796,Divya Iyer,Other,4/22/2026,21,Bengaluru,Commerce,Workshop,5/3/2026,Email,Refunded,absent ,Vegan,100 rupees,2.0 hr,4.0 / 5
S12210,Harini Iyer,Male,19/02/2026,17,Kochi,Computer Science,Cultural Fest,,,PENDING,Registered,Vegan,150,1,3
S10088,Anitha Nair,Male,20-Jul-26,23,Salem,,Seminar,1/7/2026,Mobile App,Waived,absent ,,500,1.5,2
S10227,Karthik Rao,female,3/13/2026,17,Bengaluru,Computer Science,Sports Meet,11/2/2026,Walk-in,Pending,Cancelled,Vegan,100,6,2
S11190,Rahul Menon,,2/22/2026,23,Bengaluru,Arts,SEMINAR,30/12/2025,Website,Pending,Absent,Non-Vegetarian,150,4,2.0 / 5
S10687,Priya Sharma,Female,7/17/2026,19, Trichy,Arts,Sports Meet,5/7/2026,Walk-in,waive,Cancelled,Vegan,0,6,2
S10296,Meena Patel,,7/3/2026,18,,Management,Workshop,29/05/2026,Website,Paid,Absent,Non-Vegetarian,150,2.5,2
S10741,Vijay Menon,Female,10-Jun-26,26,Pune,Mechanical,Workshop,22/05/2026,Website,waive,Registered,Vegetarian,₹750,3.0 hours,
S10719,Suresh Kumar,Female,16-Jun-26,17,Bengaluru,Commerce,Seminar,29/04/2026,Walk-in,Pending,cancelled,Non-Vegetarian,250,2,5.0 / 5
S12690,Manoj Kumar,Male,23-Aug-26,18,Trichy,Computer Science,Workshop,1/7/2026,Mobile App,Paid,Attended,Vegetarian,750,3,2
S10464,Harini Iyer,Male,30-Jan-26,23,Salem,Mechanical,Career Fair,20/01/2026,Walk-in,Pending,absent ,No-meal,₹500,1.0 hours,1
S10278,Priya Sharma,Male,2-May-26,25,Salem,Commerce,Cultural Fest,24/04/2026,Campus Desk,Waived,absent ,Non-Vegetarian,750,2,1
S12297,Divya Iyer,Other,12-Mar-26,22,Bengaluru,Mechanical,Seminar,12/1/2026,Email,PENDING,Registered,Non-Vegetarian,₹100,3.0 hr,2
S11358,Priya Sharma,Female,24/01/2026,24,Coimbatore,Arts,Hackathon,5/12/2025,,Waived,absent ,Vegan,150,1.5,3
S10960,Karthik Rao, Male,1/7/2026,26,Madurai,Mechanical,Career Fair,9/11/2025,Walk-in,Paid,ATTENDED,Vegan,Rs 500,1.0 hours,3
S12202,Karthik Rao,FEMALE,4/26/2026,26,Kochi,Civil Engineering,Sports Meet,26/03/2026,Website,Refunded,Cancelled,Non-Vegetarian,0,1,1
S12967,Lakshmi Rao,Male,27-Feb-26,25,Coimbatore,Management,Seminar,9/1/2026,Campus Desk,PENDING,Registered,Non-Vegetarian,100,6,3
S12836,Rahul Menon,Other,9/2/2026,20,Salem,Civil Engineering,Workshop,11/7/2026,Email,Refunded,cancelled,Vegan,₹500,1.0 hours,3
S11136,Swetha Menon,Female,1/7/2026,19,Pune,Mechanical,Sports Meet,23/05/2026,Walk-in,Refunded,Cancelled,Vegetarian,INR 0,2.5 hours,1
S12315,Priya Sharma, Male,1/12/2026,20,Salem,Arts,Cultural Fest,15/11/2025,Email,Pending,attended,Non-Vegetarian,200,3,5
S11430,Vijay Menon,Other,10/2/2026,23,Salem,Computer Science,Cultural Fest,19/12/2025,Walk-in,PAID,Absent,Non-Vegetarian,500,2,
S11405,Lakshmi Rao,Male,4/28/2026,18,Mysuru,Management,Career Fair,10/3/2026,Campus Desk,Pending,Registered,Vegetarian,250,2.5,1
S12100,Rahul Menon,Male,9/3/2026,18,Coimbatore,Electronics,Career Fair,4/2/2026,Walk-in,Waived,Registered,Vegan,100 rupees,4.0 hours,3
S11834,Ajay Nair,Other,29-Jan-26,22,Kochi,Mechanical,Hackathon,21/01/2026,Mobile App,Paid,Registered,Vegan,0,2,1
S12406,Suresh Kumar,Female,21/03/2026,25,Mysuru,Management,Cultural Fest,20/03/2026,Website,PAID,Attended,Vegetarian,200,3,
S10743,Deepa Sharma,Other,20/03/2026,22,Bengaluru,Commerce,Career Fair,30/01/2026,,Pending,ABSENT,Vegan,750 rupees,4.0 hr,4
S10663,Naveen Sharma,Other,8/29/2026,27,Kochi,Mechanical,Hackathon,11/7/2026,  Website  ,Pending,Registered,Vegan,0,1.5,4
S11444,Swetha Menon,Other,22-Feb-26,21,Salem,Civil Engineering,Sports Meet,29/12/2025,Walk-in,Waived,Attended,No-meal,150,1,2
S11778,Swetha Menon,Female,7/5/2026,25,Chennai,Arts,Career Fair,25/04/2026,Walk-in,Refunded,Registered,No-meal,0,1,4
S10178,Arun Kumar, Male,7/11/2026,18,Coimbatore,Electronics,  Cultural Fest  ,15/05/2026,Mobile App,Waived,Registered,Vegan,0,2,4
S12946,Swetha Menon,Other,31/02/2026,27,Madurai,Computer Science,Sports Meet,13/04/2026,Mobile App,Paid,absent ,No Meal,0,3,3
S12816,Manoj Kumar,Female,5-Jan-26,22,  Chennai  ,Arts,Hackathon,4/1/2026,Website,Paid,Attended,Non-Vegetarian,200,2.5,5
S11601,Suresh Kumar,Male,3/3/2026,18,Madurai,Arts,WORKSHOP,3/1/2026,Walk-in,Pending,cancelled,Vegan,Rs 0,4.0 hr,2
S10135,Priya Sharma,Male,27-Feb-26,22,Hyderabad,Management,Cultural Fest,2/1/2026,,Pending,Registered,No-meal,250,1,2
S11644,Pooja Das,Other,8-Feb-26,25,Bengaluru,Arts,Sports Meet,3/1/2026,Website,Paid,Absent,Vegan,750,1.5,3
S10966,Pooja Das,Other,30-Aug-26,17,,Arts,Seminar,14/07/2026,Walk-in,Waived,Absent,Non-Vegetarian,200,2.5,3
S12277,Karthik Rao,Female,20/01/2026,21,Chennai,Management,Seminar,15/12/2025,Walk-in,paid,cancelled,Vegetarian,100,2,5
S12095,Suresh Kumar,Female,1/6/2026,26, Kochi,Arts,Career Fair,26/05/2026,Mobile App,Refunded,Cancelled,Vegetarian,500,3,5
S12185,Vikram Das,Other,6-Feb-26,25,Chennai,Electronics,Seminar,unknown,Mobile App,Refunded,Absent,Non-Vegetarian,300,2.5,5
S12532,Ajay Nair,Female,18/08/2026,17,Trichy,Management,Career Fair,14/08/2026,Website,Refunded,Attended,Non-Vegetarian,250,2,
S12271,Naveen Sharma,Other,30-Jul-26,17,Chennai,Civil Engineering,Hackathon,2/7/2026,Campus Desk,Paid,Registered,Vegan,150,3,3
S12046,Keerthi Rao,Female,3/19/2026,21,Salem,Arts,Hackathon,20/02/2026,Walk-in,Paid,Registered,Vegan,0,1.5,3.0 / 5
S11691,Anitha Nair,Other,3/25/2026,18,Hyderabad,Commerce,Sports Meet ,27/01/2026,Walk-in,Paid,absent ,No Meal,500,2.5,5
S11313,Arun Kumar,Female,8/12/2026,17,Chennai,Computer Science,Hackathon,28/07/2026,Campus Desk,Paid,Attended,Vegan,150,1,3
S11437,Meena Patel,Other,5/19/2026,22,Hyderabad,Commerce,Cultural Fest,20/04/2026,Website,PAID,Attended,No-meal,500,6,5
S10402,Divya Iyer,Male,1/13/2026,27,Bengaluru,Civil Engineering,WORKSHOP,23/11/2025,Email,Paid,Registered,Vegetarian,0,2.5,1.0 / 5
S12000,Priya Sharma,Female,1/31/2026,19,Mysuru,Mechanical,Hackathon,7/1/2026,Mobile App,Refunded,Absent,Non-Vegetarian,500,1.5,1
S12391,Arun Kumar,Other,1/16/2026,25,Bengaluru,Arts,Hackathon,27/11/2025,Mobile App,Refunded,attended,Vegan,250,1.5,4.0 / 5
S10580,Harini Iyer,Male,1/10/2026,17,Bengaluru,Arts,Career Fair,2/1/2026,Website,Paid,absent ,No-meal,₹0,1.5 hr,2
S12562,Vikram Das,Other,13/04/2026,24,Salem,Mechanical,Career Fair,28/03/2026,  Walk-in  ,Waived,Registered,Vegan,750,1.5,3
S11909,Lakshmi Rao,Other,7/7/2026,27,Chennai,Electronics,Sports Meet,14/05/2026,Mobile App,Paid,ATTENDED,Vegan,INR 150,2.0 hours,4
S12645,Harini Iyer,Female,15/07/2026,22,Coimbatore,Commerce,seminar,19/05/2026,Walk-in,Pending,Attended,Vegetarian,150,4,3
S11453,Ravi Patel,Other,2/12/2026,26,Madurai,Computer Science,Sports Meet,27/01/2026,Website,Refunded,Cancelled,Vegetarian,500,4,1
S12741,Naveen Sharma,Male,8/10/2026,25,   ,Computer Science,Workshop,24/06/2026,Website,Refunded,Attended,No Meal,200,3,2
S11451,Deepa Sharma,Other,26/03/2026,26,Pune,Electronics,Career Fair,13/03/2026,Email,Refunded,Cancelled,Vegan,INR 100,6.0 hours,5
S10336,Meena Patel,Other,7/28/2026,25, Bengaluru,Civil Engineering,Hackathon,27/06/2026,Mobile App,Paid,Cancelled,Vegetarian,150,1.5,3
S12464,Ajay Nair,Male,1/18/2026,26,Coimbatore,Computer Science,Hackathon,12/12/2025,Website,Refunded,Attended,No Meal ,750,1.5,1
S10573,Ravi Patel,Other,1/16/2026,17,Bengaluru,Commerce,Cultural Fest,10/12/2025,Mobile App,waive,Registered,Vegan,200,4,4
S11142,Rahul Menon,Male,14-Jan-26,20,Kochi,Arts,Hackathon,4/12/2025,Website,Pending,Attended,Non-Vegetarian,INR 0,2.0 hr,2
S12571,Vijay Menon,Other,5/29/2026,23,Mysuru,Management,Career Fair,18/05/2026,Website,Paid,Attended,Vegan,150,1,5
S11294,  Karthik Rao  ,Male,3/31/2026,17,Mysuru,Mechanical,Cultural Fest,15/03/2026,Email,Paid,Attended,Vegetarian,300 rupees,2.5 hr,2
S12667,Meena Patel,female,6/10/2026,26,Coimbatore,Electronics,Career Fair,23/05/2026,Email,Refunded,absent,Vegetarian,300,6,5
S10575,Lakshmi Rao,Female,1/16/2026,20,Madurai,Management,Hackathon,12/12/2025,Campus Desk,PAID,Registered,Non-Vegetarian,250,1,2.0 / 5
S10242,Manoj Kumar, Male,7/17/2026,25,Chennai,Management,Workshop,9/6/2026,Mobile App,Refunded,Registered,Vegan,200,6,2
S12699,Karthik Rao,Female,4/18/2026,17,Madurai,Computer Science,SEMINAR,1/3/2026,Email,Waived,ATTENDED,Vegetarian,100,6,4
S11247,Manoj Kumar, Female,16-Mar-26,25,Trichy,Management, Cultural Fest,27/01/2026,Walk-in,Pending,Absent,No Meal,250,3,5
S10354,Lakshmi Rao,Other,16/03/2026,21,Mysuru,Mechanical,Workshop,20/01/2026,Walk-in,waive,Registered,Vegan,0,4,1
S12550,Deepa Sharma,Male,1/16/2026,21,Bengaluru,Management,WORKSHOP,4/12/2025,Email,Pending,Cancelled,No Meal,250,6,4
S10746,Keerthi Rao,,8/4/2026,24,Salem,Commerce,Sports Meet,5/6/2026,Email,Refunded,Cancelled,Vegan,150,6,2
S11079,Deepa Sharma,Other,29/03/2026,26,Kochi,Arts,Career Fair,7/3/2026,Walk-in,Refunded,Absent,Vegetarian,250,2,1.0 / 5
S10136,Anitha Nair,Female,4-May-26,27,Trichy,Mechanical,Career Fair,30/03/2026,Mobile App,waive,absent,No Meal,Rs 300,2.0 hr,3.0 / 5
S12444,Naveen Sharma,Other,not available,25,Trichy,Electronics,Workshop,22/03/2026,,Paid,Cancelled,Non-Vegetarian,300,2,1
S11700,Ravi Patel,Male,15-Mar-26,24,Hyderabad,Arts,Sports Meet,14/02/2026,Campus Desk,Pending,Absent,No Meal,500,2,4
S10854,Rahul Menon,Female,25/08/2026,22,Chennai,Electronics ,Cultural Fest,30/06/2026,Mobile App,pending,ABSENT,Non-Vegetarian,750,6,3
S11174,Meena Patel, Male,4/26/2026,27,Chennai,Civil Engineering,Cultural Fest,15/04/2026,Mobile App,Paid,Absent,Non-Vegetarian,₹0,1.0 hours,5
S10078,Rahul Menon,Female,6/1/2026,26,Kochi,Computer Science,Career Fair,4/5/2026,Website,Refunded,ATTENDED,Vegan,500,4,
S10794,Arun Kumar,Male,22-Mar-26,18,Bengaluru,Electronics,Sports Meet,28/01/2026,Campus Desk,Refunded,Registered,No-meal,750,1.5,1.0 / 5
S10501,Swetha Menon,Other,7/14/2026,27,Chennai,Mechanical,Sports Meet,22/05/2026,Mobile App,Waived,Absent,Vegan,INR 250,1.5 hr,5
S10916,  Priya Sharma  ,Male,7/28/2026,24,Chennai,Mechanical,Sports Meet,18/06/2026,Website,Refunded,Cancelled,,300,3,3
S12595,Harini Iyer,Female,3/26/2026,19,Coimbatore,Mechanical,Sports Meet,11/3/2026,Website,Refunded,Registered,Vegan,0,2,2.0 / 5
S11478,Ajay Nair,Female,29/01/2026,26,Salem,Mechanical,Cultural Fest,26/01/2026,Website,Refunded,Attended,No-meal,500,4,5
S10610,Lakshmi Rao,Female,12-May-26,26,Trichy,Computer Science,Workshop,25/03/2026,Website,Paid,Cancelled,Vegetarian,100,4,4.0 / 5
S11434,Vikram Das,FEMALE,15-Apr-26,27,Hyderabad,Management,Sports Meet,13/04/2026,Email,Waived,Cancelled,Vegan,300,3,4
S11160,Arun Kumar,male,11/1/2026,22,Bengaluru,Computer Science,Hackathon,12/11/2025,Walk-in,Pending,absent ,Vegetarian,Rs 300,4.0 hours,5
S11184,Lakshmi Rao,Male,7/16/2026,20,Hyderabad,Civil Engineering,Workshop,7/6/2026,Campus Desk,Paid,Cancelled,Non-Vegetarian,250,2,5
S10846,Suresh Kumar,Female,8/10/2026,20,Coimbatore,,Sports Meet,20/07/2026,Website,PAID,Registered,Non-Vegetarian,150,2.5,5
S12722,Keerthi Rao,Other,17/06/2026,17,Salem,Arts,Hackathon,1/5/2026,Email,Refunded,Registered,No Meal,0,3,5
S10245,Ravi Patel,Other,3/30/2026,21,Salem,Commerce,Sports Meet,6/3/2026,Walk-in,Pending,Registered,Vegan,200,6,5
S10644,Priya Sharma,,9-Feb-26,21,   ,Computer Science,Hackathon,17/01/2026,Walk-in,paid,Attended,Vegan,₹150,1.0 hr,3.0 / 5
S11454,Naveen Sharma,Other,8/1/2026,17,Bengaluru,Civil Engineering,Sports Meet,10/6/2026,Mobile App,Refunded,Attended,Non-Vegetarian,Rs 750,1.0 hours,4
S12072,Vikram Das,Male,7/5/2026,22,Pune,Civil Engineering,Sports Meet,21/03/2026,Website,waive,Attended,No Meal,100,1.5,1
S10040,Anitha Nair,Other,5/4/2026,24,Hyderabad,Arts,Career Fair,19/02/2026,Email,waive,Cancelled,Vegan,250,2,3
S12469,Priya Sharma,Female,3/18/2026,27,Hyderabad,Civil Engineering,Hackathon,23/02/2026,Walk-in,Pending,Cancelled,Vegan,150,3,4
S12303,Lakshmi Rao,Female,3/1/2026,19,Chennai,Computer Science,Career Fair,11/1/2026,Mobile App,Refunded,Registered,Vegetarian,250,6,5
S11364,Rahul Menon,Male,29-Aug-26,19,Salem,Civil Engineering,Hackathon,15/07/2026,Website,Pending,absent ,No-meal,₹100,1.0 hr,5
S12696,Deepa Sharma,male,2/25/2026,26,Chennai,Civil Engineering,Seminar,10/2/2026,Mobile App,Waived,cancelled,Vegan,100,3,3
S11241,Swetha Menon,,1/14/2026,20,  Trichy  ,Management,Hackathon,23/12/2025,Mobile App,waive,absent ,Non-Vegetarian,750,3,
S10681,Anitha Nair,Other,7/1/2026,24,,Civil Engineering,Seminar,15/06/2026,Mobile App,Refunded,ABSENT,Vegetarian,500,2,1
S11556,Ravi Patel,Female,25-Jul-26,22,Kochi,Commerce,Sports Meet,22/06/2026,Website,Pending,Attended,Non-Vegetarian,200,1.5,4
S11117,Lakshmi Rao,,2/7/2026,21,Madurai,Mechanical,Career Fair,30/12/2025,Email,pending,Cancelled,Vegan,250,2.5,1
S12339,Swetha Menon,Female,4/9/2026,18,Madurai,Arts,Career Fair,22/03/2026,Website,Waived,Absent,Vegan,Rs 150,2.0 hr,5
S12809,Divya Iyer,Male,16/01/2026,25,Madurai,Management,Sports Meet,15/12/2025,Website,pending,Cancelled,No Meal,INR 200,1.5 hr,3.0 / 5
S11985,Arun Kumar,Other,7/1/2026,21,Kochi,Arts,Workshop,1/6/2026,Campus Desk,Paid,Cancelled,Non-Vegetarian,300,2.5,4
S10165,Vikram Das,Female,7/4/2026,21, Madurai,Arts,Workshop,15/06/2026,Campus Desk,waive,Registered,Vegan,250,6,5
S10679,Meena Patel,Other,30/07/2026,25,Pune,Electronics,workshop,9/7/2026,Campus Desk,paid,Attended,Non-Vegetarian,300,1.5,4
S12959,Deepa Sharma,Other,6/14/2026,19,Pune,Civil Engineering,Career Fair,24/05/2026,Mobile App,Refunded,Absent,Non-Vegetarian,150,1,
S12943,Vikram Das,Female,20/01/2026,26,Trichy,Electronics,Hackathon,19/01/2026,Walk-in,Refunded,Registered,Non-Vegetarian,500,1,1
S10968,Anitha Nair,FEMALE,12/3/2026,22,Chennai,Civil Engineering,Sports Meet,23/02/2026,Mobile App,Paid,absent ,Vegetarian,150,6,2
S12981,Deepa Sharma,Other,10-Apr-26,17,Madurai,Computer Science,SEMINAR,22/02/2026,Email,Pending,Registered,Vegetarian,INR 500,4.0 hours,3.0 / 5
S12730,Ajay Nair,Other,7/17/2026,25,Salem ,Mechanical,Workshop,13/07/2026,Email,Pending,cancelled,Non-Vegetarian,150,6,2
S10873,Suresh Kumar,FEMALE,26/07/2026,17,Madurai,Management,seminar,11/7/2026,Website,Paid,cancelled,No Meal,250,2,1
S11499,Lakshmi Rao,Male,21-Aug-26,17,Trichy,Management,Career Fair,23/06/2026,Website,Paid,absent ,Non-Vegetarian,150,3,5
S10967,Rahul Menon,Male,16/04/2026,27,Trichy,,WORKSHOP,16/02/2026,Website,Pending,Attended,No-meal,150,1,5
S10063,Divya Iyer,,25-Aug-26,21,Madurai,Computer Science,Cultural Fest,11/7/2026,Campus Desk,Pending,Attended,No Meal,500,1,
S12598,Suresh Kumar,Female,3/1/2026,19,Chennai,Management,Hackathon,8/1/2026,Website,waive,Cancelled,Non-Vegetarian,750,2.5,5
S11092,Manoj Kumar, Male,8/23/2026,23,Trichy,Management,Career Fair,4/7/2026,,Paid,Cancelled,No-meal,200,1.5,3
S12063,Divya Iyer, Female,14/03/2026,25,Salem,Civil Engineering,Seminar,17/02/2026,Campus Desk,Pending,Registered,Non-Vegetarian,750,1.5,2
S12093,Suresh Kumar,Female,6-Aug-26,20,Madurai,Electronics,workshop,15/07/2026,Email,waive,Attended,Non-Vegetarian,100,2,5
S10825,Pooja Das,male,13-Feb-26,21,Trichy,Management,Workshop,22/01/2026,Mobile App ,Waived,Attended,Vegetarian,150,2,4
S10981,Vikram Das,Female,7/10/2026,19,Madurai,Mechanical,Hackathon,25/06/2026,Campus Desk,Waived,Attended,No-meal,100,1,1.0 / 5
S12510,Divya Iyer,Female,17/06/2026,24,,Mechanical,Sports Meet,29/05/2026,Walk-in,PAID,ABSENT,Vegan,250,6,4
S10616,Priya Sharma,Male,8/30/2026,18,Hyderabad,Mechanical,  Workshop  ,22/07/2026,Campus Desk,paid,Attended,No-meal,Rs 100,1.5 hr,3
S12094,Manoj Kumar,Other,19-Feb-26,19,   ,Arts,seminar,27/01/2026,Walk-in,Refunded,Cancelled,Vegetarian,0,6,1
S12537,Arun Kumar,Male,1/14/2026,17,Trichy,Computer Science,Seminar,15/11/2025,Email,Refunded,ABSENT,Non-Vegetarian,100,1.5,3
S10584,Priya Sharma,female,12-Feb-26,27,Trichy,Mechanical,Seminar,16/12/2025,Campus Desk,Waived,Registered,No Meal,250,3,3
S12597,Vikram Das,male,6-Apr-26,18,Trichy,Management,Career Fair,17/02/2026,Campus Desk,waive,Attended,Vegetarian,250,1,2.0 / 5
S10923,Naveen Sharma,Male,4/18/2026,20,Pune,Electronics,Workshop,21/03/2026,Email,Refunded,Cancelled,Non-Vegetarian,250,1.5,5
S10805,Ravi Patel,Other,7/29/2026,21,Coimbatore,Arts,Sports Meet,7/6/2026,Campus Desk,Refunded,cancelled,Vegan,500,2,3
S12547,Ravi Patel,female,3/16/2026,19,Hyderabad,Commerce,Sports Meet,20/01/2026,Email,Paid,cancelled,Non-Vegetarian,300,1,5
S12697,Manoj Kumar,Female,1/28/2026,21,Hyderabad,Commerce,Workshop ,13/12/2025,Email,Refunded,absent ,Vegetarian,Rs 500,3.0 hr,2
S11187,Swetha Menon,Male,15/01/2026,21,Pune,Civil Engineering,Cultural Fest,26/12/2025,Mobile App,paid,Registered,Vegetarian,500,6,3
S10060,Lakshmi Rao,Female,14/06/2026,27,Madurai,Civil Engineering ,Sports Meet,7/6/2026,Mobile App,Pending,Absent,Non-Vegetarian,0,2,4.0 / 5
S12355,Meena Patel,Other,25/07/2026,25,Pune,Management,Workshop,9/7/2026,Email,waive,Cancelled,Non-Vegetarian,200,3,3
S12116,Pooja Das,Male,2/22/2026,19,Pune,Computer Science,Sports Meet,2/1/2026,Walk-in,waive,Attended,Vegan,100 rupees,3.0 hr,1
S11501,Priya Sharma,Male,5/9/2026,26,Madurai,Mechanical,Hackathon,16/03/2026,Email,Paid,absent ,Vegetarian,100,1.5,5
S11509,Karthik Rao,Male,10-Jan-26,17,Pune,Electronics,Cultural Fest,28/11/2025,Walk-in,Refunded,Attended,,Rs 100,2.0 hours,3
S12427,Vikram Das,Other,8-May-26,27,Mysuru,Management,Career Fair,9/3/2026,Campus Desk,Refunded,Absent,Non-Vegetarian,150,6,
S12919,Swetha Menon,Female,3/5/2026,21,  Kochi  ,Commerce,SEMINAR,14/01/2026,Walk-in,Waived,Absent,Vegetarian,200,3,4
S12164,Pooja Das,Male,6/28/2026,27,Salem,Mechanical,Workshop,12/5/2026,Mobile App,Paid,Cancelled,Vegan,Rs 150,2.5 hr,1
S10564,Meena Patel,Male,22/02/2026,17,Coimbatore,Management,Hackathon,3/2/2026,Website,waive,Registered,Vegetarian,150,2.5,4
S12142,Anitha Nair,Other,7/13/2026,27,Salem,Civil Engineering,Hackathon,13/06/2026,Email,PAID,Registered,Vegetarian,100,6,3
S11326,Pooja Das,Female,4/23/2026,17,Pune,Commerce,Career Fair,12/4/2026,Campus Desk,PAID,Cancelled,Vegetarian,250,1.5,5
S10976,Harini Iyer,Female,12/5/2026,20,Hyderabad,Computer Science,Sports Meet,16/03/2026,Walk-in,Waived,Registered,No-meal,200,2.5,2
S10770,Deepa Sharma,Female,30/06/2026,19,Madurai,Computer Science,Sports Meet,28/06/2026,Mobile App,Waived,absent ,Vegan,100,6,3.0 / 5
S11130,Suresh Kumar,Male,6/23/2026,26,Chennai,Mechanical,Career Fair,10/6/2026,Campus Desk,waive,Registered,Non-Vegetarian,250,2,5
S11860,Anitha Nair,Male,2-Feb-26,22,Madurai,Management,Sports Meet ,1/2/2026,Campus Desk,Pending,absent ,Non-Vegetarian,200 rupees,1.0 hours,4
S11268,Vijay Menon,Female,4/6/2026,25,Hyderabad ,Management,Workshop,18/04/2026,Mobile App,waive,Cancelled,Vegetarian,750,1.5,4
S11933,Priya Sharma,Other,3/24/2026,19,Chennai,Commerce,Career Fair,31/01/2026,Email,waive,Absent,Vegetarian,₹300,2.0 hours,3
S11456,Priya Sharma,Female,5/15/2026,23,Madurai,Electronics,Career Fair,5/4/2026,Email,Refunded,cancelled,No-meal,Rs 200,1.5 hours,3
S10151,Lakshmi Rao,Female,27-Mar-26,27,Pune,Management,Sports Meet,8/3/2026,Email,waive,Registered,No Meal,750,3,2.0 / 5
S12716,Ravi Patel,Other,5/10/2026,17,Madurai,Management,Seminar,22/03/2026,Mobile App,Pending,absent ,Non-Vegetarian,200,4,5
S10265,Karthik Rao, Male,8-May-26,19,Trichy,Mechanical,Workshop,26/03/2026,Campus Desk,PAID,Attended,Vegetarian,INR 0,6.0 hr,4.0 / 5
S10500,Arun Kumar,Male,8/8/2026,25,Coimbatore,Mechanical,Cultural Fest,6/7/2026,Website,Waived,Attended,Vegan,INR 100,6.0 hours,3
S12898,Vikram Das, Female,7/29/2026,17,Mysuru,Computer Science,Sports Meet,3/6/2026,Website,Paid,Registered,Non-Vegetarian,150,6,2
S11069,Manoj Kumar,Male,16-Jan-26,22,Salem,Commerce,Seminar,9/12/2025,Campus Desk,Refunded,Attended,Vegan,200,4,1
S12499,Swetha Menon,Male,8/1/2026,25,Coimbatore,Computer Science,Cultural Fest,15/06/2026,Campus Desk,Refunded,Attended,No-meal,200 rupees,1.0 hours,4
S12087,Harini Iyer,Other,2-Feb-26,27,Coimbatore,Commerce,Workshop,26/12/2025,Email,Pending,Registered,No Meal,INR 150,2.5 hr,1
S12216,Divya Iyer,Male,1/8/2026,26,Chennai,Mechanical,Sports Meet,5/1/2026,Campus Desk,waive,Registered,Vegetarian,0,1,4
S12453,Pooja Das,Other,5/25/2026,25,Coimbatore,Civil Engineering,Workshop,9/5/2026,Campus Desk,Paid,ABSENT,No-meal,750,6,1.0 / 5
S12813,Vikram Das,Other,30/05/2026,21,Trichy,Civil Engineering,Workshop,1/4/2026,Email,Waived,Absent,No-meal,0,3,1
S12868,Deepa Sharma,Male,8/2/2026,27,Coimbatore,Civil Engineering,Career Fair,24/07/2026,Email,paid,Registered,Vegan,300,6,3
S11770,Rahul Menon,Other,5/9/2026,18,Kochi,Mechanical,Workshop,24/03/2026,Mobile App,waive,attended,Vegetarian,300,2,3
S10218,Priya Sharma,female,20-May-26,23,Trichy,Arts,Sports Meet,30/04/2026,Email,pending,Attended,No-meal,0,6,2
S12031,Rahul Menon,Male,20/05/2026,20,Hyderabad,Mechanical,Hackathon,12/4/2026,Email,Waived,Absent,No-meal,300,1,3
S10069,Pooja Das,FEMALE,1/23/2026,18,Chennai,Commerce,Workshop,26/11/2025,Email,Paid,Cancelled,No Meal,300,3,2.0 / 5
S12735,Pooja Das,Male,19-Apr-26,26,Kochi,Management,Workshop,14/03/2026,Mobile App,Waived,Attended,Non-Vegetarian,₹0,2.5 hr,3
S12393,Manoj Kumar,Other,13-Jan-26,18,,Computer Science,Hackathon,8/12/2025,Mobile App,Waived,Attended,Vegan,0,2,4
S10701,Vikram Das,FEMALE,2-May-26,18,Trichy,Civil Engineering,Hackathon,19/04/2026,Email,Paid,absent ,Vegan,INR 250,4.0 hours,5
S11627,Vijay Menon,Other,5/17/2026,22,Chennai,Commerce,Seminar,28/03/2026,Campus Desk,waive,absent ,Vegan,INR 200,2.0 hr,4
S10899,Rahul Menon,Other,1/15/2026,27,Hyderabad,Arts,Workshop,18/11/2025,Mobile App,Paid,Cancelled,Non-Vegetarian,Not Available,1,1
S12466,Suresh Kumar , Female,2-Feb-26,22,Pune,Commerce,Hackathon,23/01/2026,Mobile App,Waived,cancelled,Non-Vegetarian,200,2.5,1.0 / 5
S12719,Pooja Das,Female,1-Mar-26,25,Hyderabad,Management,Career Fair,24/02/2026,Email,PENDING,Attended,Vegetarian,250,1.5,3
S11154,Rahul Menon,Female,15-May-26,22,Coimbatore,Electronics,Hackathon,9/5/2026,Website,paid,Absent,Vegan,150,6,4
S10996,Vikram Das,Female,6/20/2026,25,Hyderabad,Management,Sports Meet,4/6/2026,Campus Desk,PENDING,cancelled,Vegan,150,4,5
S10070,Harini Iyer,Female,11-Aug-26,27,Trichy,Electronics,Sports Meet,30/06/2026,Campus Desk,Refunded,Attended,Vegetarian,200,2.5,4.0 / 5
S10042,Lakshmi Rao,Female,2-Jul-26,27,Chennai,,Career Fair,23/06/2026,Walk-in,PAID,Attended,Vegan,750,1,1
