student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s12741,naveen sharma,male,2026-08-10,25,unknown,computer science,workshop,2026-06-24,website,refunded,attended,no-meal,200.0,3.0,2.0
s11451,deepa sharma,other,2026-03-26,26,pune,electronics,career fair,2026-03-13,email,refunded,cancelled,vegan,200.0,2.5,5.0
s10336,meena patel,other,2026-07-28,25,bengaluru,civil engineering,hackathon,2026-06-27,mobile app,paid,cancelled,vegetarian,150.0,1.5,3.0
s12464,ajay nair,male,2026-01-18,26,coimbatore,computer science,hackathon,2025-12-12,website,refunded,attended,no-meal,750.0,1.5,1.0
s10573,ravi patel,other,2026-01-16,17,bengaluru,commerce,cultural fest,2025-10-12,mobile app,waived,registered,vegan,200.0,4.0,4.0
s11142,rahul menon,male,2026-01-14,20,kochi,arts,hackathon,2025-04-12,website,pending,attended,non-vegetarian,200.0,2.5,2.0
s12571,vijay menon,other,2026-05-29,23,mysuru,management,career fair,2026-05-18,website,paid,attended,vegan,150.0,1.0,5.0
s11294,karthik rao,male,2026-03-31,17,mysuru,mechanical,cultural fest,2026-03-15,email,paid,attended,vegetarian,200.0,2.5,2.0
s12667,meena patel,female,2026-06-10,26,coimbatore,electronics,career fair,2026-05-23,email,refunded,absent,vegetarian,300.0,6.0,5.0
s10575,lakshmi rao,female,2026-01-16,20,madurai,management,hackathon,2025-12-12,campus desk,paid,registered,non-vegetarian,250.0,1.0,3.0
s10242,manoj kumar,male,2026-07-17,25,chennai,management,workshop,2026-09-06,mobile app,refunded,registered,vegan,200.0,6.0,2.0
s12699,karthik rao,female,2026-04-18,17,madurai,computer science,seminar,2026-01-03,email,waived,attended,vegetarian,100.0,6.0,4.0
s11247,manoj kumar,female,2026-03-16,25,trichy,management,cultural fest,2026-01-27,walk-in,pending,absent,no-meal,250.0,3.0,5.0
s10354,lakshmi rao,other,2026-03-16,21,mysuru,mechanical,workshop,2026-01-20,walk-in,waived,registered,vegan,0.0,4.0,1.0
s12550,deepa sharma,male,2026-01-16,21,bengaluru,management,workshop,2025-04-12,email,pending,cancelled,no-meal,250.0,6.0,4.0
s10746,keerthi rao,unknown,2026-08-04,24,salem,commerce,sports meet,2026-05-06,email,refunded,cancelled,vegan,150.0,6.0,2.0
s11079,deepa sharma,other,2026-03-29,26,kochi,arts,career fair,2026-07-03,walk-in,refunded,absent,vegetarian,250.0,2.0,3.0
s10136,anitha nair,female,2026-05-04,27,trichy,mechanical,career fair,2026-03-30,mobile app,waived,absent,no-meal,200.0,2.5,3.0
s12444,naveen sharma,other,1900-01-01,25,trichy,electronics,workshop,2026-03-22,unknown,paid,cancelled,non-vegetarian,300.0,2.0,1.0
s11700,ravi patel,male,2026-03-15,24,hyderabad,arts,sports meet,2026-02-14,campus desk,pending,absent,no-meal,500.0,2.0,4.0
s10854,rahul menon,female,2026-08-25,22,chennai,electronics,cultural fest,2026-06-30,mobile app,pending,absent,non-vegetarian,750.0,6.0,3.0
s11174,meena patel,male,2026-04-26,27,chennai,civil engineering,cultural fest,2026-04-15,mobile app,paid,absent,non-vegetarian,200.0,2.5,5.0
s10078,rahul menon,female,2026-06-01,26,kochi,computer science,career fair,2026-04-05,website,refunded,attended,vegan,500.0,4.0,3.0
s10794,arun kumar,male,2026-03-22,18,bengaluru,electronics,sports meet,2026-01-28,campus desk,refunded,registered,no-meal,750.0,1.5,3.0
s10501,swetha menon,other,2026-07-14,27,chennai,mechanical,sports meet,2026-05-22,mobile app,waived,absent,vegan,200.0,2.5,5.0
s10916,priya sharma,male,2026-07-28,24,chennai,mechanical,sports meet,2026-06-18,website,refunded,cancelled,unknown,300.0,3.0,3.0
s12595,harini iyer,female,2026-03-26,19,coimbatore,mechanical,sports meet,2026-11-03,website,refunded,registered,vegan,0.0,2.0,3.0
s11478,ajay nair,female,2026-01-29,26,salem,mechanical,cultural fest,2026-01-26,website,refunded,attended,no-meal,500.0,4.0,5.0
s11434,vikram das,female,2026-04-15,27,hyderabad,management,sports meet,2026-04-13,email,waived,cancelled,vegan,300.0,3.0,4.0
s11160,arun kumar,male,2026-11-01,22,bengaluru,computer science,hackathon,2025-12-11,walk-in,pending,absent,vegetarian,200.0,2.5,5.0
s11184,lakshmi rao,male,2026-07-16,20,hyderabad,civil engineering,workshop,2026-07-06,campus desk,paid,cancelled,non-vegetarian,250.0,2.0,5.0
s10846,suresh kumar,female,2026-08-10,20,coimbatore,unknown,sports meet,2026-07-20,website,paid,registered,non-vegetarian,150.0,2.5,5.0
s12722,keerthi rao,other,2026-06-17,17,salem,arts,hackathon,2026-01-05,email,refunded,registered,no-meal,0.0,3.0,5.0
s10245,ravi patel,other,2026-03-30,21,salem,commerce,sports meet,2026-06-03,walk-in,pending,registered,vegan,200.0,6.0,5.0
s10644,priya sharma,unknown,2026-02-09,21,unknown,computer science,hackathon,2026-01-17,walk-in,paid,attended,vegan,200.0,2.5,3.0
s11454,naveen sharma,other,2026-08-01,17,bengaluru,civil engineering,sports meet,2026-10-06,mobile app,refunded,attended,non-vegetarian,200.0,2.5,4.0
s12072,vikram das,male,2026-07-05,22,pune,civil engineering,sports meet,2026-03-21,website,waived,attended,no-meal,100.0,1.5,1.0
s10040,anitha nair,other,2026-05-04,24,hyderabad,arts,career fair,2026-02-19,email,waived,cancelled,vegan,250.0,2.0,3.0
s12469,priya sharma,female,2026-03-18,27,hyderabad,civil engineering,hackathon,2026-02-23,walk-in,pending,cancelled,vegan,150.0,3.0,4.0
s12303,lakshmi rao,female,2026-03-01,19,chennai,computer science,career fair,2026-11-01,mobile app,refunded,registered,vegetarian,250.0,6.0,5.0
s11364,rahul menon,male,2026-08-29,19,salem,civil engineering,hackathon,2026-07-15,website,pending,absent,no-meal,200.0,2.5,5.0
s12696,deepa sharma,male,2026-02-25,26,chennai,civil engineering,seminar,2026-10-02,mobile app,waived,cancelled,vegan,100.0,3.0,3.0
s11241,swetha menon,unknown,2026-01-14,20,trichy,management,hackathon,2025-12-23,mobile app,waived,absent,non-vegetarian,750.0,3.0,3.0
s10681,anitha nair,other,2026-07-01,24,unknown,civil engineering,seminar,2026-06-15,mobile app,refunded,absent,vegetarian,500.0,2.0,1.0
s11556,ravi patel,female,2026-07-25,22,kochi,commerce,sports meet,2026-06-22,website,pending,attended,non-vegetarian,200.0,1.5,4.0
s11117,lakshmi rao,unknown,2026-02-07,21,madurai,mechanical,career fair,2025-12-30,email,pending,cancelled,vegan,250.0,2.5,1.0
s12339,swetha menon,female,2026-04-09,18,madurai,arts,career fair,2026-03-22,website,waived,absent,vegan,200.0,2.5,5.0
s12809,divya iyer,male,2026-01-16,25,madurai,management,sports meet,2025-12-15,website,pending,cancelled,no-meal,200.0,2.5,3.0
s11985,arun kumar,other,2026-07-01,21,kochi,arts,workshop,2026-01-06,campus desk,paid,cancelled,non-vegetarian,300.0,2.5,4.0
s10165,vikram das,female,2026-07-04,21,madurai,arts,workshop,2026-06-15,campus desk,waived,registered,vegan,250.0,6.0,5.0
s10679,meena patel,other,2026-07-30,25,pune,electronics,workshop,2026-09-07,campus desk,paid,attended,non-vegetarian,300.0,1.5,4.0
s12959,deepa sharma,other,2026-06-14,19,pune,civil engineering,career fair,2026-05-24,mobile app,refunded,absent,non-vegetarian,150.0,1.0,3.0
s12943,vikram das,female,2026-01-20,26,trichy,electronics,hackathon,2026-01-19,walk-in,refunded,registered,non-vegetarian,500.0,1.0,1.0
s10968,anitha nair,female,2026-12-03,22,chennai,civil engineering,sports meet,2026-02-23,mobile app,paid,absent,vegetarian,150.0,6.0,2.0
s12981,deepa sharma,other,2026-04-10,17,madurai,computer science,seminar,2026-02-22,email,pending,registered,vegetarian,200.0,2.5,3.0
s12730,ajay nair,other,2026-07-17,25,salem,mechanical,workshop,2026-07-13,email,pending,cancelled,non-vegetarian,150.0,6.0,2.0
s10873,suresh kumar,female,2026-07-26,17,madurai,management,seminar,2026-11-07,website,paid,cancelled,no-meal,250.0,2.0,1.0
s11499,lakshmi rao,male,2026-08-21,17,trichy,management,career fair,2026-06-23,website,paid,absent,non-vegetarian,150.0,3.0,5.0
s10967,rahul menon,male,2026-04-16,27,trichy,unknown,workshop,2026-02-16,website,pending,attended,no-meal,150.0,1.0,5.0
s10063,divya iyer,unknown,2026-08-25,21,madurai,computer science,cultural fest,2026-11-07,campus desk,pending,attended,no-meal,500.0,1.0,3.0
s12598,suresh kumar,female,2026-03-01,19,chennai,management,hackathon,2026-08-01,website,waived,cancelled,non-vegetarian,750.0,2.5,5.0
s11092,manoj kumar,male,2026-08-23,23,trichy,management,career fair,2026-04-07,unknown,paid,cancelled,no-meal,200.0,1.5,3.0
s12063,divya iyer,female,2026-03-14,25,salem,civil engineering,seminar,2026-02-17,campus desk,pending,registered,non-vegetarian,750.0,1.5,2.0
s12093,suresh kumar,female,2026-08-06,20,madurai,electronics,workshop,2026-07-15,email,waived,attended,non-vegetarian,100.0,2.0,5.0
s10825,pooja das,male,2026-02-13,21,trichy,management,workshop,2026-01-22,mobile app,waived,attended,vegetarian,150.0,2.0,4.0
s10981,vikram das,female,2026-07-10,19,madurai,mechanical,hackathon,2026-06-25,campus desk,waived,attended,no-meal,100.0,1.0,3.0
s12510,divya iyer,female,2026-06-17,24,unknown,mechanical,sports meet,2026-05-29,walk-in,paid,absent,vegan,250.0,6.0,4.0
s10616,priya sharma,male,2026-08-30,18,hyderabad,mechanical,workshop,2026-07-22,campus desk,paid,attended,no-meal,200.0,2.5,3.0
s12094,manoj kumar,other,2026-02-19,19,unknown,arts,seminar,2026-01-27,walk-in,refunded,cancelled,vegetarian,0.0,6.0,1.0
s12537,arun kumar,male,2026-01-14,17,trichy,computer science,seminar,2025-11-15,email,refunded,absent,non-vegetarian,100.0,1.5,3.0
s10584,priya sharma,female,2026-02-12,27,trichy,mechanical,seminar,2025-12-16,campus desk,waived,registered,no-meal,250.0,3.0,3.0
s12597,vikram das,male,2026-04-06,18,trichy,management,career fair,2026-02-17,campus desk,waived,attended,vegetarian,250.0,1.0,3.0
s10923,naveen sharma,male,2026-04-18,20,pune,electronics,workshop,2026-03-21,email,refunded,cancelled,non-vegetarian,250.0,1.5,5.0
s10805,ravi patel,other,2026-07-29,21,coimbatore,arts,sports meet,2026-07-06,campus desk,refunded,cancelled,vegan,500.0,2.0,3.0
s12547,ravi patel,female,2026-03-16,19,hyderabad,commerce,sports meet,2026-01-20,email,paid,cancelled,non-vegetarian,300.0,1.0,5.0
s12697,manoj kumar,female,2026-01-28,21,hyderabad,commerce,workshop,2025-12-13,email,refunded,absent,vegetarian,200.0,2.5,2.0
s11187,swetha menon,male,2026-01-15,21,pune,civil engineering,cultural fest,2025-12-26,mobile app,paid,registered,vegetarian,500.0,6.0,3.0
s10060,lakshmi rao,female,2026-06-14,27,madurai,civil engineering,sports meet,2026-07-06,mobile app,pending,absent,non-vegetarian,0.0,2.0,3.0
s12355,meena patel,other,2026-07-25,25,pune,management,workshop,2026-09-07,email,waived,cancelled,non-vegetarian,200.0,3.0,3.0
s12116,pooja das,male,2026-02-22,19,pune,computer science,sports meet,2026-02-01,walk-in,waived,attended,vegan,200.0,2.5,1.0
s11501,priya sharma,male,2026-05-09,26,madurai,mechanical,hackathon,2026-03-16,email,paid,absent,vegetarian,100.0,1.5,5.0
s11509,karthik rao,male,2026-01-10,17,pune,electronics,cultural fest,2025-11-28,walk-in,refunded,attended,unknown,200.0,2.5,3.0
s12427,vikram das,other,2026-05-08,27,mysuru,management,career fair,2026-09-03,campus desk,refunded,absent,non-vegetarian,150.0,6.0,3.0
s12919,swetha menon,female,2026-03-05,21,kochi,commerce,seminar,2026-01-14,walk-in,waived,absent,vegetarian,200.0,3.0,4.0
s12164,pooja das,male,2026-06-28,27,salem,mechanical,workshop,2026-12-05,mobile app,paid,cancelled,vegan,200.0,2.5,1.0
s10564,meena patel,male,2026-02-22,17,coimbatore,management,hackathon,2026-03-02,website,waived,registered,vegetarian,150.0,2.5,4.0
s12142,anitha nair,other,2026-07-13,27,salem,civil engineering,hackathon,2026-06-13,email,paid,registered,vegetarian,100.0,6.0,3.0
s11326,pooja das,female,2026-04-23,17,pune,commerce,career fair,2026-12-04,campus desk,paid,cancelled,vegetarian,250.0,1.5,5.0
s10976,harini iyer,female,2026-12-05,20,hyderabad,computer science,sports meet,2026-03-16,walk-in,waived,registered,no-meal,200.0,2.5,2.0
s10770,deepa sharma,female,2026-06-30,19,madurai,computer science,sports meet,2026-06-28,mobile app,waived,absent,vegan,100.0,6.0,3.0
s11130,suresh kumar,male,2026-06-23,26,chennai,mechanical,career fair,2026-10-06,campus desk,waived,registered,non-vegetarian,250.0,2.0,5.0
s11860,anitha nair,male,2026-02-02,22,madurai,management,sports meet,2026-01-02,campus desk,pending,absent,non-vegetarian,200.0,2.5,4.0
s11268,vijay menon,female,2026-04-06,25,hyderabad,management,workshop,2026-04-18,mobile app,waived,cancelled,vegetarian,750.0,1.5,4.0
s11933,priya sharma,other,2026-03-24,19,chennai,commerce,career fair,2026-01-31,email,waived,absent,vegetarian,200.0,2.5,3.0
s11456,priya sharma,female,2026-05-15,23,madurai,electronics,career fair,2026-05-04,email,refunded,cancelled,no-meal,200.0,2.5,3.0
s10151,lakshmi rao,female,2026-03-27,27,pune,management,sports meet,2026-08-03,email,waived,registered,no-meal,750.0,3.0,3.0
s12716,ravi patel,other,2026-05-10,17,madurai,management,seminar,2026-03-22,mobile app,pending,absent,non-vegetarian,200.0,4.0,5.0
s10265,karthik rao,male,2026-05-08,19,trichy,mechanical,workshop,2026-03-26,campus desk,paid,attended,vegetarian,200.0,2.5,3.0
s10500,arun kumar,male,2026-08-08,25,coimbatore,mechanical,cultural fest,2026-06-07,website,waived,attended,vegan,200.0,2.5,3.0
s12898,vikram das,female,2026-07-29,17,mysuru,computer science,sports meet,2026-03-06,website,paid,registered,non-vegetarian,150.0,6.0,2.0
s11069,manoj kumar,male,2026-01-16,22,salem,commerce,seminar,2025-09-12,campus desk,refunded,attended,vegan,200.0,4.0,1.0
s12499,swetha menon,male,2026-08-01,25,coimbatore,computer science,cultural fest,2026-06-15,campus desk,refunded,attended,no-meal,200.0,2.5,4.0
s12087,harini iyer,other,2026-02-02,27,coimbatore,commerce,workshop,2025-12-26,email,pending,registered,no-meal,200.0,2.5,1.0
s12216,divya iyer,male,2026-01-08,26,chennai,mechanical,sports meet,2026-05-01,campus desk,waived,registered,vegetarian,0.0,1.0,4.0
s12453,pooja das,other,2026-05-25,25,coimbatore,civil engineering,workshop,2026-09-05,campus desk,paid,absent,no-meal,750.0,6.0,3.0
s12813,vikram das,other,2026-05-30,21,trichy,civil engineering,workshop,2026-01-04,email,waived,absent,no-meal,0.0,3.0,1.0
s11770,rahul menon,other,2026-05-09,18,kochi,mechanical,workshop,2026-03-24,mobile app,waived,attended,vegetarian,300.0,2.0,3.0
s10218,priya sharma,female,2026-05-20,23,trichy,arts,sports meet,2026-04-30,email,pending,attended,no-meal,0.0,6.0,2.0
s12031,rahul menon,male,2026-05-20,20,hyderabad,mechanical,hackathon,2026-12-04,email,waived,absent,no-meal,300.0,1.0,3.0
s10069,pooja das,female,2026-01-23,18,chennai,commerce,workshop,2025-11-26,email,paid,cancelled,no-meal,300.0,3.0,3.0
s12735,pooja das,male,2026-04-19,26,kochi,management,workshop,2026-03-14,mobile app,waived,attended,non-vegetarian,200.0,2.5,3.0
s12393,manoj kumar,other,2026-01-13,18,unknown,computer science,hackathon,2025-08-12,mobile app,waived,attended,vegan,0.0,2.0,4.0
s10701,vikram das,female,2026-05-02,18,trichy,civil engineering,hackathon,2026-04-19,email,paid,absent,vegan,200.0,2.5,5.0
s11627,vijay menon,other,2026-05-17,22,chennai,commerce,seminar,2026-03-28,campus desk,waived,absent,vegan,200.0,2.5,4.0
s10899,rahul menon,other,2026-01-15,27,hyderabad,arts,workshop,2025-11-18,mobile app,paid,cancelled,non-vegetarian,200.0,1.0,1.0
s12466,suresh kumar,female,2026-02-02,22,pune,commerce,hackathon,2026-01-23,mobile app,waived,cancelled,non-vegetarian,200.0,2.5,3.0
s12719,pooja das,female,2026-03-01,25,hyderabad,management,career fair,2026-02-24,email,pending,attended,vegetarian,250.0,1.5,3.0
s11154,rahul menon,female,2026-05-15,22,coimbatore,electronics,hackathon,2026-09-05,website,paid,absent,vegan,150.0,6.0,4.0
s10996,vikram das,female,2026-06-20,25,hyderabad,management,sports meet,2026-04-06,campus desk,pending,cancelled,vegan,150.0,4.0,5.0
s10070,harini iyer,female,2026-08-11,27,trichy,electronics,sports meet,2026-06-30,campus desk,refunded,attended,vegetarian,200.0,2.5,3.0
s10042,lakshmi rao,female,2026-07-02,27,chennai,unknown,career fair,2026-06-23,walk-in,paid,attended,vegan,750.0,1.0,1.0
s12633,lakshmi rao,female,2026-04-07,25,salem,computer science,sports meet,2026-02-16,walk-in,waived,cancelled,vegetarian,250.0,1.5,3.0
s11799,anitha nair,male,2026-03-09,18,madurai,electronics,cultural fest,2026-01-29,campus desk,refunded,attended,non-vegetarian,200.0,2.5,5.0
s10089,swetha menon,female,2026-04-30,25,salem,management,workshop,2026-03-03,walk-in,paid,registered,vegan,150.0,6.0,4.0
s10678,deepa sharma,other,2026-03-29,22,pune,commerce,career fair,2026-02-18,email,waived,registered,vegetarian,300.0,2.5,3.0
s11665,vikram das,unknown,2026-04-30,20,bengaluru,commerce,sports meet,2026-05-03,website,waived,cancelled,vegan,200.0,2.5,5.0
s11424,pooja das,female,2026-05-01,23,pune,arts,cultural fest,2025-11-20,mobile app,pending,attended,vegetarian,250.0,1.5,2.0
s11614,anitha nair,male,2026-05-24,17,trichy,commerce,hackathon,2026-09-05,mobile app,refunded,cancelled,no-meal,300.0,2.0,4.0
s10193,swetha menon,other,2026-05-23,19,trichy,management,workshop,2026-03-05,campus desk,pending,registered,no-meal,200.0,2.5,1.0
s11785,priya sharma,female,2026-04-02,26,coimbatore,civil engineering,hackathon,2026-03-14,walk-in,waived,attended,vegetarian,0.0,3.0,3.0
s11925,ajay nair,female,2026-04-03,19,bengaluru,computer science,seminar,2026-05-02,mobile app,paid,cancelled,vegan,750.0,2.5,3.0
s12154,pooja das,female,2026-07-22,18,madurai,civil engineering,career fair,2026-06-24,mobile app,waived,registered,vegan,100.0,6.0,4.0
s10709,arun kumar,other,2026-01-20,24,hyderabad,mechanical,career fair,2025-11-12,website,refunded,absent,vegetarian,200.0,2.5,3.0
s10959,ajay nair,other,2026-04-20,17,madurai,arts,cultural fest,2026-02-23,website,paid,registered,non-vegetarian,200.0,2.5,4.0
s10988,arun kumar,male,2026-03-02,19,pune,commerce,seminar,2025-12-17,email,refunded,attended,vegetarian,500.0,6.0,3.0
s10419,suresh kumar,other,2026-06-23,24,trichy,commerce,sports meet,2026-01-05,website,pending,cancelled,non-vegetarian,250.0,4.0,3.0
s10811,naveen sharma,other,2026-01-28,21,unknown,electronics,workshop,2026-01-16,mobile app,refunded,absent,no-meal,500.0,1.5,2.0
s11976,vikram das,female,2026-06-01,27,kochi,civil engineering,career fair,2026-05-25,website,waived,absent,vegetarian,200.0,6.0,5.0
s10903,vijay menon,male,2026-03-28,24,kochi,arts,workshop,2026-03-26,mobile app,refunded,cancelled,vegan,500.0,6.0,4.0
s12827,vijay menon,other,2026-05-31,17,hyderabad,management,cultural fest,2026-04-16,website,pending,absent,vegetarian,500.0,4.0,3.0
s12864,meena patel,other,2026-08-29,22,trichy,mechanical,career fair,2026-08-16,email,waived,attended,vegan,200.0,1.5,5.0
s11955,divya iyer,female,2026-09-04,22,mysuru,arts,cultural fest,2026-02-13,campus desk,paid,absent,vegan,250.0,2.0,3.0
s12726,arun kumar,other,2026-03-19,23,salem,mechanical,career fair,2026-02-15,campus desk,paid,attended,no-meal,250.0,3.0,2.0
s11199,suresh kumar,male,2026-06-15,22,chennai,electronics,cultural fest,2026-05-06,campus desk,refunded,registered,no-meal,100.0,1.5,2.0
s12940,vikram das,other,2026-06-12,27,coimbatore,management,workshop,2026-02-05,website,waived,absent,vegan,150.0,3.0,3.0
s11771,priya sharma,female,2026-01-25,26,hyderabad,mechanical,seminar,2025-12-18,walk-in,refunded,absent,vegetarian,200.0,2.5,3.0
s10601,karthik rao,other,2026-04-14,24,bengaluru,commerce,hackathon,2026-02-17,campus desk,refunded,attended,non-vegetarian,100.0,2.0,4.0
s10155,pooja das,female,2026-03-21,18,pune,commerce,cultural fest,2026-02-22,walk-in,paid,cancelled,vegetarian,200.0,2.5,2.0
s10603,divya iyer,male,2026-05-30,26,hyderabad,computer science,cultural fest,2026-05-27,email,pending,registered,unknown,500.0,1.0,3.0
s10913,vikram das,female,2026-03-08,17,chennai,commerce,seminar,2026-02-26,email,pending,absent,no-meal,200.0,2.5,3.0
s11121,naveen sharma,male,2026-04-29,22,pune,commerce,workshop,2026-03-20,walk-in,paid,cancelled,vegan,300.0,1.0,3.0
s11714,keerthi rao,male,2026-07-22,23,chennai,management,seminar,2026-11-06,website,refunded,registered,vegan,300.0,3.0,3.0
s11133,arun kumar,male,2026-06-17,25,chennai,computer science,sports meet,2026-04-29,website,waived,registered,vegetarian,500.0,3.0,3.0
s12411,deepa sharma,other,2026-03-25,18,coimbatore,electronics,sports meet,2026-02-26,mobile app,paid,registered,vegan,500.0,4.0,4.0
s11051,suresh kumar,other,2026-08-13,17,chennai,arts,seminar,2026-06-07,email,paid,cancelled,no-meal,500.0,1.5,3.0
s12058,keerthi rao,other,2026-03-09,21,hyderabad,commerce,hackathon,2026-01-20,email,refunded,cancelled,no-meal,150.0,4.0,3.0
s11060,deepa sharma,other,2026-02-05,21,chennai,civil engineering,workshop,2025-08-12,website,refunded,absent,no-meal,0.0,1.0,3.0
s12217,keerthi rao,other,2026-05-26,18,kochi,commerce,career fair,2026-04-29,walk-in,waived,cancelled,vegan,750.0,1.5,5.0
s12774,suresh kumar,other,2026-07-23,20,coimbatore,computer science,sports meet,2026-05-25,walk-in,paid,attended,non-vegetarian,100.0,3.0,3.0
s11500,manoj kumar,female,2026-09-08,20,chennai,computer science,career fair,2026-06-20,mobile app,waived,registered,vegetarian,250.0,3.0,3.0
s12021,rahul menon,female,2026-08-13,26,chennai,electronics,sports meet,2026-06-20,mobile app,waived,cancelled,no-meal,250.0,6.0,3.0
s11302,meena patel,male,2026-02-04,23,pune,mechanical,hackathon,2025-12-20,website,pending,registered,vegetarian,0.0,2.0,5.0
s12244,ravi patel,female,2026-06-10,17,mysuru,computer science,cultural fest,2026-09-05,email,waived,absent,no-meal,0.0,3.0,2.0
s10582,manoj kumar,female,2026-01-31,23,hyderabad,arts,career fair,2025-12-29,website,paid,attended,vegan,150.0,1.0,2.0
s11371,rahul menon,other,2026-04-06,19,mysuru,computer science,career fair,2026-05-16,walk-in,waived,registered,no-meal,0.0,1.5,5.0
s10471,deepa sharma,other,2026-01-09,20,salem,civil engineering,seminar,2025-12-22,campus desk,paid,attended,non-vegetarian,200.0,6.0,3.0
s11818,suresh kumar,male,2026-04-02,25,chennai,mechanical,seminar,2026-03-24,campus desk,paid,registered,non-vegetarian,150.0,4.0,4.0
s12515,meena patel,female,2026-01-27,18,mysuru,management,sports meet,2025-09-12,campus desk,paid,cancelled,non-vegetarian,150.0,4.0,3.0
s10130,anitha nair,male,2026-06-11,17,mysuru,mechanical,hackathon,2026-04-22,mobile app,paid,attended,no-meal,200.0,1.5,1.0
s12135,ajay nair,female,2026-01-16,22,hyderabad,management,seminar,2025-12-20,walk-in,waived,registered,vegetarian,100.0,6.0,1.0
s12203,vijay menon,male,2026-02-14,19,chennai,civil engineering,career fair,2026-07-02,mobile app,paid,registered,no-meal,100.0,6.0,3.0
s12341,swetha menon,female,2026-07-23,22,mysuru,commerce,workshop,2026-05-06,mobile app,paid,registered,non-vegetarian,0.0,3.0,3.0
s12050,vikram das,female,2026-04-08,20,trichy,civil engineering,hackathon,2026-01-03,email,paid,registered,vegan,200.0,2.5,3.0
s10791,karthik rao,other,2026-04-14,25,salem,commerce,sports meet,2026-02-15,walk-in,paid,cancelled,vegan,500.0,2.5,4.0
s11141,manoj kumar,other,2026-01-27,21,coimbatore,civil engineering,career fair,2026-09-01,mobile app,pending,attended,vegan,750.0,2.0,2.0
s12994,harini iyer,female,2026-05-24,18,trichy,mechanical,hackathon,2026-07-05,mobile app,pending,absent,non-vegetarian,750.0,2.0,4.0
s12521,ravi patel,male,2026-01-31,27,bengaluru,arts,seminar,2025-12-19,website,pending,absent,vegetarian,100.0,1.5,3.0
s10856,rahul menon,male,2026-07-26,21,salem,commerce,cultural fest,2026-06-06,unknown,refunded,cancelled,non-vegetarian,150.0,2.0,1.0
s10541,harini iyer,other,2026-01-07,24,kochi,civil engineering,hackathon,2025-03-12,mobile app,pending,attended,no-meal,300.0,1.5,3.0
s10400,vikram das,other,2026-08-27,18,coimbatore,mechanical,sports meet,2026-08-22,campus desk,paid,cancelled,no-meal,150.0,1.0,3.0
s12775,anitha nair,male,2026-07-18,27,chennai,management,hackathon,2026-06-30,campus desk,paid,attended,non-vegetarian,200.0,1.5,5.0
s12454,anitha nair,other,2026-01-26,24,mysuru,civil engineering,sports meet,2026-11-01,website,waived,registered,vegan,100.0,2.5,2.0
s11259,keerthi rao,other,2026-01-13,18,bengaluru,civil engineering,cultural fest,2025-11-16,walk-in,paid,cancelled,unknown,750.0,2.0,3.0
s11138,deepa sharma,other,2026-03-31,25,bengaluru,computer science,cultural fest,2026-02-23,campus desk,refunded,registered,vegan,100.0,4.0,5.0
s10410,rahul menon,female,2026-06-13,18,mysuru,unknown,career fair,2026-04-05,email,waived,registered,vegan,100.0,4.0,3.0
s11692,priya sharma,female,2026-07-08,18,trichy,electronics,seminar,2026-04-08,website,paid,cancelled,non-vegetarian,300.0,3.0,4.0
s10874,swetha menon,other,2026-06-02,22,pune,arts,career fair,2026-07-05,walk-in,waived,cancelled,non-vegetarian,750.0,2.0,3.0
s12852,harini iyer,male,2026-08-14,19,pune,arts,hackathon,2026-06-24,email,waived,cancelled,no-meal,150.0,1.5,2.0
s10802,meena patel,male,2026-04-16,18,coimbatore,computer science,hackathon,2026-07-03,mobile app,waived,absent,non-vegetarian,200.0,1.0,1.0
s10453,ravi patel,female,2026-06-24,19,pune,civil engineering,cultural fest,2026-05-24,campus desk,pending,absent,vegetarian,150.0,1.5,3.0
s11338,divya iyer,male,2026-07-23,26,coimbatore,civil engineering,hackathon,2026-01-07,website,pending,attended,no-meal,500.0,2.0,5.0
s10186,pooja das,other,2026-03-01,22,hyderabad,electronics,cultural fest,2026-06-01,website,pending,cancelled,vegetarian,150.0,1.0,2.0
s12895,suresh kumar,unknown,2026-06-19,19,madurai,electronics,cultural fest,2026-07-05,website,waived,cancelled,vegan,150.0,3.0,3.0
s11230,manoj kumar,female,2026-08-27,17,pune,civil engineering,cultural fest,2026-08-26,website,pending,absent,vegan,0.0,1.5,1.0
s12707,lakshmi rao,male,2026-04-29,17,bengaluru,electronics,cultural fest,2026-03-20,website,paid,cancelled,non-vegetarian,300.0,6.0,5.0
s11688,ravi patel,male,2026-03-14,21,mysuru,computer science,sports meet,2026-01-26,walk-in,waived,registered,no-meal,300.0,6.0,5.0
s12884,keerthi rao,female,2026-07-28,21,salem,civil engineering,cultural fest,2026-05-07,website,waived,absent,non-vegetarian,200.0,2.0,3.0
s10540,suresh kumar,male,2026-05-31,19,bengaluru,computer science,hackathon,2026-07-05,website,waived,registered,vegetarian,200.0,2.5,5.0
s12327,arun kumar,male,2026-02-05,21,coimbatore,civil engineering,cultural fest,2026-01-13,mobile app,pending,attended,no-meal,200.0,2.5,3.0
s11937,pooja das,female,2026-01-28,21,kochi,management,workshop,2025-12-14,website,waived,absent,vegan,150.0,4.0,2.0
